vector,label
"[-0.11840578 -0.00280097  0.67494    -0.04674017  0.21307638 -0.04627724
  0.19674093  0.71284175 -0.5073704  -0.09622592  0.65199184  0.1462787
  0.3482752  -0.20031503  0.3497014   0.14423312  1.2067739  -0.3027574
 -0.38477015 -0.5680079 ]",1
"[-0.03080583  0.0869313   0.6189059  -0.05775278  0.24869417 -0.21940185
  0.3015195   0.5139923  -0.61705905 -0.12568125  0.8198035  -0.03870407
  0.31776294 -0.32045117  0.31061485  0.23645757  1.3163868  -0.25604987
 -0.47872624 -0.65555996]",0
"[-0.10769503 -0.01253981  0.5749439  -0.00909869  0.2515639  -0.1719455
  0.3001307   0.5887578  -0.6252831  -0.1313354   0.8094449  -0.05614926
  0.3867315  -0.30000135  0.2985901   0.26193163  1.367704   -0.2225412
 -0.56556714 -0.61160535]",1
"[-0.22431277 -0.01421251  0.6459645   0.069895    0.29927763 -0.06366331
  0.18336478  0.64409935 -0.5286338  -0.13803715  0.69670373 -0.03257222
  0.40231353 -0.19954151  0.3316269   0.14510843  1.4118643  -0.26107576
 -0.40176973 -0.58732945]",0
"[-0.02036622 -0.03266324  0.6362088  -0.02309812  0.24544017 -0.06105552
  0.19785254  0.599408   -0.442765   -0.04690554  0.630964    0.12936826
  0.40289113 -0.1498488   0.40544447  0.14444624  1.1569586  -0.31061456
 -0.43639535 -0.6178752 ]",0
"[-0.03084965 -0.09095853  0.5877336  -0.12273128  0.14705758 -0.0803168
  0.15104173  0.53968006 -0.52724105  0.00676154  0.73681575  0.07831141
  0.3864031  -0.21382342  0.41850927  0.1361569   1.1365184  -0.32509682
 -0.4580762  -0.5994952 ]",0
"[-0.1412052  -0.06022825  0.595177   -0.18130384  0.08143736 -0.1604577
  0.16101772  0.5993008  -0.5966175  -0.03258638  0.84947133  0.00274046
  0.3051466  -0.27529705  0.3355939   0.13800558  1.2065047  -0.29078096
 -0.4859654  -0.6495748 ]",0
"[-0.11924428 -0.15470223  0.56298614 -0.05846085  0.24629225 -0.15637974
  0.35717863  0.71324587 -0.565523   -0.08628615  0.80728465 -0.1934096
  0.28945985 -0.22813526  0.15688285  0.37119457  1.2824702  -0.36080596
 -0.41450033 -0.675024  ]",0
"[-0.10401668 -0.02268762  0.6343172  -0.01561494  0.24778955 -0.13399303
  0.2320469   0.6887115  -0.42158538 -0.04647851  0.66429394  0.04907829
  0.3017147  -0.18781091  0.28684083  0.12670597  1.2276541  -0.34841502
 -0.40488517 -0.6248111 ]",0
"[-0.04036457 -0.07000588  0.60875195  0.01596165  0.20705813 -0.04452169
  0.14889187  0.60020256 -0.5039198  -0.05261259  0.66556996  0.1158056
  0.39142397 -0.1416288   0.41953766  0.20061846  1.2015777  -0.248948
 -0.42948392 -0.5793282 ]",0
"[-0.011278   -0.00430213  0.71811867 -0.02409324  0.29155496 -0.14865248
  0.18810849  0.6718448  -0.46563417 -0.07935883  0.66102093  0.1008508
  0.33654276 -0.2202457   0.31349048  0.07794161  1.218638   -0.30035073
 -0.4249103  -0.58903784]",1
"[ 2.2083023e-03 -3.3491299e-02  6.4604974e-01  1.0006515e-02
  2.0420894e-01 -1.6765286e-01  2.6686189e-01  5.5840558e-01
 -5.1347220e-01 -5.1831912e-02  6.5100014e-01 -1.1028685e-03
  3.7932292e-01 -1.6855514e-01  3.5819447e-01  1.7849004e-01
  1.2475297e+00 -3.1764302e-01 -5.1932979e-01 -6.5104717e-01]",0
"[-0.15703903  0.00734114  0.61500174 -0.02881805  0.23517793 -0.10924187
  0.2089737   0.663025   -0.53424853 -0.02884755  0.7686151  -0.00615187
  0.3422143  -0.25292423  0.23661716  0.15927996  1.3173667  -0.263335
 -0.44359422 -0.6454907 ]",0
"[-0.05283585  0.00647353  0.6912056   0.0750009   0.17106578 -0.10737586
  0.2880952   0.7300602  -0.502655   -0.06824868  0.64448243  0.09356381
  0.27839676 -0.18010205  0.33485273  0.17858094  1.230222   -0.31529728
 -0.37661278 -0.5711828 ]",0
"[-0.05632426 -0.02857599  0.69509715 -0.10112682  0.23017415 -0.08195215
  0.12867177  0.68611383 -0.4674383  -0.04548544  0.63252795  0.22261848
  0.41814464 -0.16933656  0.3069065   0.11732589  1.1578865  -0.22459376
 -0.40366963 -0.61047876]",1
"[-0.15458806 -0.01316461  0.61513484  0.00636908  0.15369566 -0.08640771
  0.23934563  0.6135681  -0.58812773 -0.13087532  0.80412877  0.02394529
  0.2747643  -0.2745706   0.38350117  0.19931133  1.3080055  -0.2658053
 -0.44508618 -0.62731194]",0
"[-1.6378722e-01 -2.3519879e-02  7.1063024e-01  1.6457457e-02
  1.2198717e-01 -1.3107079e-01  2.5099465e-01  6.1069846e-01
 -6.2163520e-01 -1.1097548e-01  8.0304736e-01 -1.2902503e-03
  3.1588811e-01 -1.9093969e-01  3.6096638e-01  2.1366012e-01
  1.3502419e+00 -2.1177314e-01 -4.2683053e-01 -6.0727447e-01]",0
"[-1.07228756e-01 -6.66335924e-04  5.74807167e-01  3.21317650e-02
  1.50168896e-01 -1.00875378e-01  2.62982726e-01  5.99829733e-01
 -4.71480221e-01 -1.86269507e-02  6.93582356e-01  6.99206963e-02
  2.99405098e-01 -1.93712994e-01  3.69008869e-01  1.99375540e-01
  1.30069804e+00 -2.32803196e-01 -4.35770035e-01 -6.20373964e-01]",0
"[-0.269429   -0.16946816  0.3685255  -0.27651316  0.3472067  -0.09232043
 -0.01943906  0.56555146 -0.00365458  0.32822177  0.95514387 -0.06653143
  0.0106013  -0.2569687   0.10953981  0.26295015  0.927742   -0.45837423
 -0.13267732 -0.8045227 ]",1
"[-0.18186305 -0.08445717  0.6742886  -0.01477769  0.15342692 -0.12183645
  0.29515773  0.5763823  -0.59754735  0.00228303  0.80552787 -0.05232657
  0.3402034  -0.24592079  0.33850783  0.17015544  1.3293214  -0.2272774
 -0.48210847 -0.66931325]",0
"[-0.17630194 -0.04653312  0.6701277   0.24721873  0.10394084 -0.30268878
  0.28783202  0.657179   -0.53899467 -0.04086124  0.70667136 -0.0895681
  0.305253   -0.22977674  0.42811874  0.08377124  1.5084116  -0.29383808
 -0.45411226 -0.59705436]",0
"[-0.02506675  0.03461105  0.6708145   0.05563042  0.19702293 -0.10415573
  0.30216303  0.7537216  -0.48938227 -0.03368158  0.65064096  0.10550708
  0.37689766 -0.16725788  0.27606428  0.11063918  1.2420903  -0.26772147
 -0.39212137 -0.59821445]",1
"[-0.13140588 -0.07955286  0.65779316  0.01237004  0.17514245 -0.1696558
  0.30116343  0.6349949  -0.52005506 -0.04379775  0.70473236  0.03136446
  0.32531658 -0.19666237  0.33255696  0.1936647   1.2835054  -0.26083243
 -0.461334   -0.6163841 ]",0
"[ 0.03087242  0.02892702  0.68827766 -0.07338422  0.26158166 -0.1152495
  0.14049748  0.72866416 -0.3968186  -0.06617879  0.5621783   0.19271474
  0.35979214 -0.1470789   0.32860634  0.09705267  1.0821985  -0.35022748
 -0.425205   -0.54089093]",1
"[-0.03423306 -0.01973005  0.67325926 -0.00426252  0.1629875  -0.18926808
  0.23178962  0.6889616  -0.47032216 -0.08597983  0.6357021   0.10518762
  0.31242684 -0.1667822   0.35355482  0.11429776  1.2312115  -0.32702255
 -0.440989   -0.55088896]",0
"[-1.06463961e-01 -1.25298300e-03  5.50663769e-01  8.86794403e-02
  2.19917983e-01 -1.23218775e-01  3.31001490e-01  5.70417821e-01
 -5.72297990e-01 -6.78362772e-02  7.39762127e-01 -4.95225750e-02
  3.54692519e-01 -1.90654889e-01  3.46740514e-01  2.67103076e-01
  1.36419916e+00 -2.03956127e-01 -4.84007388e-01 -6.49720311e-01]",1
"[ 0.00794502 -0.05857347  0.6956027  -0.05537967  0.19398612 -0.12377676
  0.19893375  0.6690152  -0.5082862  -0.06827085  0.61780363  0.15229477
  0.36486226 -0.19139065  0.36058092  0.12887472  1.1739786  -0.329297
 -0.42029878 -0.5492878 ]",1
"[-0.15355328 -0.04069425  0.6499066   0.06094526  0.21708524 -0.12800333
  0.2916659   0.7092718  -0.53465384 -0.04033231  0.72087264 -0.07303988
  0.30289984 -0.20178735  0.27014816  0.1477554   1.3331811  -0.32131886
 -0.3869048  -0.61088586]",0
"[ 0.00325943  0.00515783  0.6775008  -0.09051012  0.23726454 -0.11133645
  0.21327013  0.70320576 -0.43818298 -0.06484175  0.642368    0.19665433
  0.27435067 -0.19171971  0.33334047 -0.02337925  1.0900193  -0.39259335
 -0.4375406  -0.61947757]",1
"[-0.12554349 -0.02289785  0.60176575  0.13253358  0.3306134  -0.08146881
  0.3978438   0.6788284  -0.44670963 -0.1449814   0.623472    0.01561933
  0.36010322 -0.12312111  0.30436188  0.14753453  1.3038809  -0.2998079
 -0.46007162 -0.7020872 ]",0
"[ 0.06777617  0.01614233  0.7933384  -0.03334837  0.21676563 -0.17283082
  0.1578378   0.69361055 -0.50222844 -0.1306468   0.5980003   0.26826236
  0.34144306 -0.16449831  0.36617836  0.09935814  1.1624672  -0.26485157
 -0.41070792 -0.5189293 ]",1
"[ 9.4343421e-05 -8.4409164e-03  5.5952549e-01  4.9648494e-03
  2.6940802e-01 -1.1175831e-01  2.0778884e-01  5.7138944e-01
 -4.7844329e-01 -7.0051350e-02  6.9284981e-01  8.7776884e-02
  3.4124807e-01 -1.6300750e-01  3.9132163e-01  2.0784056e-01
  1.2438589e+00 -2.5392035e-01 -4.2413720e-01 -6.4480937e-01]",0
"[-0.14078526  0.00872248  0.6447369   0.0959313   0.15504612 -0.17413135
  0.34496462  0.57732105 -0.64592505 -0.05208137  0.80943364 -0.07165625
  0.25092497 -0.23742107  0.29984707  0.19340985  1.3922714  -0.2806924
 -0.46320564 -0.6651284 ]",0
"[-2.73709238e-01 -7.50865135e-03  4.29449379e-01  3.40313796e-04
  2.64502198e-01 -2.27238104e-01  2.15472192e-01  5.14387727e-01
 -3.44426930e-01 -7.97023103e-02  7.39242435e-01  3.56202982e-02
  3.41625482e-01 -2.36104652e-01  1.06621034e-01  1.87493548e-01
  1.40953660e+00 -3.63302082e-01 -4.07027811e-01 -7.23328769e-01]",0
"[-0.1737047  -0.05958659  0.6145578   0.12816192  0.1541805  -0.10484256
  0.32631117  0.6411957  -0.51253694 -0.00373309  0.71894234 -0.05965276
  0.3104991  -0.1893159   0.39361683  0.23790686  1.3329448  -0.26342353
 -0.45608053 -0.6221167 ]",0
"[-1.09509088e-01 -3.99638228e-02  6.39614224e-01 -1.11358496e-03
  2.10079014e-01 -1.02111466e-01  1.98816702e-01  5.94693005e-01
 -3.77005219e-01 -1.61055960e-02  6.34167373e-01  1.11979261e-01
  3.50624174e-01 -1.82421356e-01  3.75538498e-01  1.65914387e-01
  1.26097226e+00 -2.36741140e-01 -4.15612459e-01 -6.17596745e-01]",1
"[-0.12436828 -0.0650342   0.58882457 -0.12149777  0.2856497  -0.04661928
  0.1492207   0.6642716  -0.4677114   0.00905964  0.8018082  -0.0227839
  0.24763334 -0.27910724  0.26721185  0.10446014  1.1151541  -0.41423172
 -0.3004119  -0.70726633]",1
"[ 0.0795555  -0.00737417  0.6960322  -0.092508    0.22288553 -0.24086314
  0.27835816  0.71483743 -0.44060144 -0.0756508   0.63042676  0.14886454
  0.33765596 -0.12281247  0.3081358   0.15661703  1.1821215  -0.22052905
 -0.39905003 -0.58802086]",0
"[-0.04392223  0.0398561   0.5644823   0.00219444  0.23380084 -0.12664564
  0.30640703  0.62196606 -0.46989554 -0.10591122  0.695899    0.08361845
  0.29293123 -0.17351125  0.35784867  0.15343323  1.2673407  -0.28808057
 -0.47637713 -0.63848263]",0
"[-0.10560413  0.01917221  0.65320784  0.11251568  0.20550321 -0.13061385
  0.28926277  0.60869646 -0.49625236 -0.12296079  0.66628206  0.0552852
  0.3267278  -0.22586916  0.38749817  0.13531491  1.3589007  -0.2742431
 -0.4480058  -0.634301  ]",0
"[ 0.01165406  0.01573288  0.6681998  -0.04434792  0.19783309 -0.18835318
  0.22398347  0.7181763  -0.5041468  -0.10185198  0.6689931   0.0671677
  0.30053046 -0.19246553  0.27383634  0.19743249  1.2039467  -0.267127
 -0.42983538 -0.58309346]",0
"[-0.09416571 -0.09721431  0.5863008  -0.01948385  0.37638637 -0.01883302
  0.26921922  0.7597566  -0.38352957 -0.04702434  0.58316815  0.06681122
  0.36861852 -0.04275298  0.3577737   0.11983141  1.1295708  -0.32696894
 -0.46698388 -0.6155751 ]",0
"[ 0.01166894 -0.00957685  0.67171973 -0.07084735  0.23898004 -0.12952974
  0.18410064  0.6011494  -0.4350206  -0.04927737  0.63023746  0.13775058
  0.37199447 -0.20400095  0.36966994  0.17322603  1.1942108  -0.26371568
 -0.41167903 -0.6143118 ]",0
"[ 0.02337621 -0.00992618  0.6343815  -0.00470897  0.34091866 -0.11475316
  0.20825545  0.5827572  -0.36940357 -0.02837305  0.5610559   0.09609172
  0.37906444 -0.15119605  0.45572123  0.13598979  1.2027812  -0.3371826
 -0.41100526 -0.5537679 ]",1
"[-0.02981311  0.06520771  0.62348545  0.02689422  0.22945145 -0.15442245
  0.23350069  0.58724785 -0.46672946 -0.04203553  0.6792977   0.05971645
  0.3567943  -0.23184411  0.37570506  0.21445276  1.2421815  -0.24805644
 -0.43205667 -0.64176065]",0
"[-0.1528529  -0.00949471  0.50640905  0.07392456  0.3612584  -0.05664179
  0.30926445  0.660295   -0.37807012  0.03560657  0.736081   -0.08061377
  0.23391697 -0.17890492  0.2295204   0.17664687  1.2534206  -0.3688496
 -0.29726815 -0.7137048 ]",1
"[-0.04289558 -0.02245401  0.60716623  0.13321024  0.22380485 -0.18637188
  0.34164456  0.5186597  -0.57270586 -0.10556987  0.67845416 -0.00969405
  0.39253557 -0.23325914  0.4396715   0.15183821  1.3362257  -0.34525192
 -0.5456091  -0.58214206]",1
"[-0.09462073 -0.03340324  0.69173    -0.03227502  0.16065615 -0.15568207
  0.23695259  0.7048868  -0.52725047 -0.03123978  0.6752372   0.05784856
  0.3440771  -0.17124367  0.31971657  0.17973523  1.2475101  -0.2567682
 -0.42801455 -0.59269524]",0
"[-0.14586091 -0.11928256  0.79720694 -0.09323673  0.22966999 -0.03509833
  0.0802765   0.78551877 -0.4651405  -0.0056191   0.64287513  0.16479006
  0.31509984 -0.23393042  0.3329727   0.0297766   1.0669351  -0.34618437
 -0.32355797 -0.6265663 ]",1
"[-0.13276576  0.04759623  0.567403    0.00720747  0.0743663  -0.08623571
  0.25171575  0.7385996  -0.59990704 -0.16128314  0.82507527  0.09681426
  0.21343832 -0.21082729  0.3115366   0.34661627  1.2853857  -0.17959908
 -0.42717922 -0.64084834]",0
"[-0.03871199  0.01335155  0.6746961  -0.08501139  0.24151659 -0.10013542
  0.22731103  0.7784491  -0.47372824 -0.04985446  0.61606544  0.16266766
  0.34154505 -0.17001086  0.27262902  0.16432236  1.1038363  -0.25154823
 -0.41867372 -0.57068294]",1
"[ 0.03720646 -0.0270003   0.67574203  0.05836459  0.25920862  0.00294395
  0.17509475  0.6386477  -0.52323735 -0.24517336  0.6083689   0.23413461
  0.3423423  -0.12056256  0.43404785  0.04981952  1.2000922  -0.3024652
 -0.4949164  -0.58407634]",1
"[-1.5798363e-01 -2.2149162e-04  5.3088307e-01  8.2578853e-02
  3.2125652e-01 -6.6508017e-02  3.1687969e-01  4.9110880e-01
 -4.8217428e-01 -9.9447928e-02  8.1812561e-01  4.1311078e-02
  4.2759803e-01 -1.7670880e-01  3.8713875e-01  3.2173270e-01
  1.3586740e+00 -9.7295001e-02 -4.9388468e-01 -7.1887112e-01]",0
"[-0.03318065  0.02331013  0.67832303 -0.00424022  0.2692964  -0.18476437
  0.27456942  0.74275964 -0.4697009  -0.08960995  0.65965796  0.08574075
  0.30045488 -0.20785801  0.26427034  0.13292225  1.2738452  -0.2367983
 -0.39282125 -0.6037375 ]",0
"[-0.07218017  0.09307845  0.5413682   0.12606394  0.2659973  -0.06535193
  0.3636236   0.5984261  -0.5111873  -0.07489888  0.73359215  0.00742427
  0.33267295 -0.22265573  0.3727285   0.15723486  1.3665227  -0.23611231
 -0.45605668 -0.6542884 ]",0
"[-0.12783808 -0.02099533  0.5704659  -0.03013202  0.27588034 -0.15950882
  0.27444974  0.6111553  -0.51164454 -0.05797771  0.7227656  -0.04186496
  0.37345654 -0.2194533   0.29300466  0.1739755   1.3084967  -0.28437814
 -0.4644942  -0.64988613]",1
"[-0.0954874  -0.01310991  0.63709587  0.0447612   0.1869553  -0.08989976
  0.25748387  0.6384235  -0.5719345  -0.16169462  0.7288459  -0.02771357
  0.2956668  -0.19597282  0.34232277  0.13997668  1.2693704  -0.3738543
 -0.44167006 -0.5966923 ]",0
"[-0.02115732 -0.03317128  0.67196417 -0.05272204  0.20926595 -0.1408607
  0.23136722  0.6736428  -0.49546492 -0.08675344  0.66884243  0.16657999
  0.3870042  -0.16007231  0.3216609   0.16574897  1.2284665  -0.25516206
 -0.43322828 -0.5921221 ]",0
"[-0.12216524 -0.09090816  0.61389345 -0.1336457   0.20290269 -0.13308883
  0.25930047  0.6550193  -0.4754565  -0.06173443  0.7342214   0.08346198
  0.3173248  -0.18851015  0.29622602  0.1845743   1.2404945  -0.26708442
 -0.42393643 -0.646948  ]",1
"[-0.03213657 -0.04218681  0.6437025   0.04845098  0.27372387 -0.11843096
  0.2981893   0.6215521  -0.4111635  -0.09017819  0.58845294  0.12010645
  0.3383364  -0.11900652  0.43377098  0.1585411   1.2544472  -0.3038474
 -0.42616233 -0.6023087 ]",0
"[-0.07133202 -0.11485515  0.6415964   0.01786278  0.15615182 -0.12388117
  0.23251522  0.6187145  -0.5072946  -0.03241691  0.6951084   0.01907483
  0.35398942 -0.14422055  0.39480358  0.17009883  1.236358   -0.30304363
 -0.44190994 -0.6134874 ]",0
"[-0.18563505 -0.03168439  0.60104233  0.09299048  0.25392365 -0.06606445
  0.32238767  0.6403454  -0.5284984   0.03101161  0.7143766  -0.12240241
  0.39966485 -0.20383134  0.32541367  0.23373856  1.3044175  -0.2651638
 -0.4443822  -0.63864714]",0
"[-0.12763777  0.06781313  0.55341536  0.1061049   0.28625306 -0.07863121
  0.2940101   0.7255134  -0.53173566 -0.08453666  0.7094418   0.00834922
  0.31851274 -0.21167906  0.27841863  0.19093421  1.2699754  -0.28212434
 -0.46210852 -0.69516873]",1
"[-0.02934653  0.1442238   0.7182834   0.1003899   0.22148901 -0.13349755
  0.38901147  0.7186819  -0.64847136 -0.02120481  0.7545033   0.0047452
  0.24986081 -0.2632119   0.2200796   0.09859422  1.2158738  -0.34170857
 -0.45074543 -0.62788945]",0
"[-0.10053194 -0.05070281  0.6412545  -0.02914699  0.1283217  -0.16153696
  0.2855247   0.56583875 -0.4804796  -0.00126928  0.7366921   0.11619706
  0.2845401  -0.20752884  0.35704005  0.21070264  1.2670766  -0.18041357
 -0.50041914 -0.6041139 ]",1
"[-0.06872472 -0.01801242  0.6750002   0.03806619  0.18044187 -0.17262442
  0.23781198  0.699272   -0.47581574 -0.07316034  0.6086053   0.06618723
  0.35427433 -0.18227696  0.33174548  0.14817265  1.3042768  -0.27532548
 -0.4258616  -0.55217767]",0
"[-0.08008271 -0.01233699  0.7045832   0.01973277  0.1983949  -0.13109821
  0.16955155  0.68425775 -0.48716834 -0.07988044  0.62731117  0.14881471
  0.35941133 -0.21370092  0.34398654  0.1172413   1.2452346  -0.27722195
 -0.4230692  -0.54813707]",1
"[-0.02764551 -0.01566166  0.7477696   0.02244995  0.11761865 -0.00173968
  0.15992002  0.65485907 -0.57227665 -0.09095272  0.6442392   0.21251237
  0.32235208 -0.1568847   0.46190438  0.1052323   1.1556644  -0.3187608
 -0.3948369  -0.53427845]",0
"[-0.1866915  -0.04280278  0.68520415  0.04474269  0.20428447 -0.14147304
  0.23447062  0.7452339  -0.53452307 -0.03590391  0.65149546 -0.02025943
  0.38925976 -0.12510948  0.26601464  0.14601111  1.336893   -0.29292426
 -0.41827285 -0.5748232 ]",0
"[ 0.05378263 -0.01200628  0.66001356 -0.19712554  0.35182026 -0.10702885
  0.11243663  0.60154855 -0.41795143  0.00509137  0.60073084  0.1056086
  0.4060788  -0.19239616  0.32887265  0.03378422  1.0773813  -0.37069157
 -0.38000146 -0.6378278 ]",0
"[ 0.06621124 -0.06268378  0.7001344  -0.04638192  0.20425606 -0.10863616
  0.12868641  0.5487509  -0.42717457 -0.04411517  0.53025264  0.19869187
  0.43954626 -0.14238152  0.52411836  0.05507024  1.1134428  -0.36806688
 -0.48133886 -0.5409633 ]",1
"[-0.04778879  0.00282616  0.56239605 -0.07325199  0.16484202 -0.20001443
  0.26626137  0.60375714 -0.48639268 -0.15462907  0.72804534  0.0398076
  0.3320607  -0.1686673   0.35208175  0.17107682  1.2850012  -0.3065597
 -0.46932915 -0.59966767]",1
"[-0.10843871 -0.02163356  0.6038478   0.05221771  0.23910832 -0.12798645
  0.3408269   0.6302643  -0.5110665   0.0206749   0.7075467  -0.01107235
  0.3086503  -0.21967617  0.31713346  0.21304725  1.2593782  -0.294061
 -0.4311958  -0.65438443]",1
"[-0.16747008 -0.10142355  0.5575785   0.00451241  0.24691875 -0.02198496
  0.2918539   0.8291705  -0.46302545  0.01628867  0.7588692  -0.11978979
  0.18005256 -0.12469735  0.19538957  0.2078976   1.2470723  -0.3944066
 -0.26832345 -0.69699955]",0
"[ 0.03556947  0.06232074  0.6604498  -0.06242659  0.28927216 -0.05612307
  0.19564588  0.61405975 -0.48231694 -0.07350595  0.64646393  0.15009724
  0.40350166 -0.16089815  0.37208143  0.17971477  1.0949261  -0.2961908
 -0.4093966  -0.59395236]",1
"[-0.0169404  -0.02537802  0.6028549  -0.0321091   0.17257512 -0.11210278
  0.2077855   0.5746216  -0.43608668 -0.04872494  0.66578585  0.10305244
  0.33469853 -0.12124816  0.42922145  0.15906242  1.1726748  -0.31825677
 -0.44495252 -0.6159994 ]",1
"[-0.09521745 -0.05921588  0.5911064   0.05364534  0.20973681 -0.15705954
  0.27347624  0.5438712  -0.5067333  -0.05363917  0.71750486 -0.02521999
  0.37809816 -0.19924067  0.37751055  0.13494436  1.3617572  -0.3123481
 -0.4833321  -0.6267856 ]",1
"[-0.14768389 -0.0145852   0.57892966  0.06637128  0.18601336 -0.10574868
  0.3703302   0.734789   -0.57596916 -0.06749699  0.71989566 -0.06439126
  0.29971886 -0.27192062  0.2764749   0.16479206  1.3220925  -0.35444656
 -0.44807848 -0.6362799 ]",0
"[ 0.02902796 -0.06783806  0.7887537   0.0313352   0.13413668 -0.25773045
  0.27741137  0.6722157  -0.5318166  -0.07637364  0.6700657   0.09663294
  0.3003409  -0.16451885  0.3936937   0.10029746  1.215981   -0.28281617
 -0.44785017 -0.52802354]",1
"[-0.0798912   0.0407614   0.6385304   0.04849774  0.23248446 -0.13684541
  0.30195558  0.6686687  -0.4220758   0.01457195  0.7145117   0.07552954
  0.26867336 -0.20509966  0.30908585  0.12751777  1.2365307  -0.27754056
 -0.3702451  -0.6315571 ]",1
"[-0.13021894 -0.01715394  0.7084352  -0.02218203  0.3300354  -0.06249255
  0.26202178  0.7000702  -0.47949922 -0.03606825  0.5804623   0.06331587
  0.4096898  -0.15187111  0.25547194  0.15405133  1.2590693  -0.27798975
 -0.462289   -0.6172333 ]",0
"[-0.14287831 -0.03342458  0.66088164 -0.10440978  0.35637957 -0.08038415
  0.24262124  0.83285445 -0.38757598  0.00676282  0.7199169  -0.02645012
  0.188987   -0.12683252  0.15538919  0.14326528  1.1444312  -0.31016046
 -0.27463266 -0.7180507 ]",0
"[-0.10519601 -0.00294475  0.65135455  0.08579511  0.1832425  -0.17072336
  0.27696142  0.55725837 -0.59579533 -0.04538535  0.78851634 -0.03791568
  0.31471056 -0.20535365  0.3836353   0.25000012  1.3619921  -0.19816029
 -0.4879567  -0.5932446 ]",1
"[-0.01160887 -0.04386587  0.6903635   0.0316484   0.193875   -0.13548188
  0.16843045  0.6289498  -0.4297719  -0.09808573  0.59922576  0.10494326
  0.32865745 -0.14610551  0.40506247  0.12310674  1.2544171  -0.30549338
 -0.44691473 -0.55760163]",1
"[ 0.00457853 -0.14793052  0.6730955  -0.02929726  0.20308104 -0.08433077
  0.19095309  0.6269572  -0.4771709  -0.05195155  0.571416    0.15420125
  0.3960084  -0.11142669  0.46961883  0.06263598  1.166229   -0.37468442
 -0.43842494 -0.5533744 ]",0
"[ 0.02318296  0.10809454  0.59933114  0.00243968  0.30864823 -0.12465368
  0.2644703   0.61819834 -0.46589455 -0.11423265  0.6314844   0.13481878
  0.3380459  -0.25947043  0.40336445  0.04633499  1.1939123  -0.34040278
 -0.41904238 -0.6281825 ]",1
"[-0.14567108 -0.1341943   0.5934738  -0.13131994  0.1476211  -0.18809773
  0.27836412  0.6948464  -0.51379937 -0.13060936  0.7881735  -0.01660335
  0.32731304 -0.1901187   0.25776646  0.20943971  1.3500427  -0.24715036
 -0.43856037 -0.6449768 ]",0
"[-0.00705991  0.02691753  0.6515955  -0.02049569  0.34002683 -0.05980293
  0.15580477  0.6996367  -0.36701086 -0.02309826  0.6125654   0.18072419
  0.39300534 -0.13197756  0.31388348  0.0945207   1.1352602  -0.26380748
 -0.3481057  -0.64768964]",1
"[-0.11058056 -0.01402188  0.6068234   0.00760551  0.1370125  -0.08404341
  0.2482522   0.674347   -0.51516175 -0.01130634  0.6820613   0.09844593
  0.32268688 -0.18596941  0.3157234   0.22174934  1.2840418  -0.19301781
 -0.45100218 -0.6342219 ]",0
"[ 0.0989752  -0.01885192  0.6742825  -0.09446374  0.21046525 -0.11716895
  0.10864028  0.5759911  -0.42985848 -0.04231577  0.5709905   0.19532119
  0.41317618 -0.18571465  0.4593532   0.12837762  1.0934485  -0.3183849
 -0.47757655 -0.58043605]",1
"[-0.09053511 -0.00550848  0.5570565  -0.05167463  0.29548734 -0.13008945
  0.20347755  0.5941338  -0.34737682  0.07395432  0.7620343  -0.04771913
  0.22900337 -0.24101779  0.2798325   0.18916096  1.1821475  -0.32710207
 -0.37421295 -0.7116594 ]",1
"[-0.03751709  0.03602736  0.72549087  0.0436126   0.1536046  -0.22214995
  0.35179472  0.61808866 -0.5775207  -0.15455543  0.7633672   0.07210215
  0.27157217 -0.16394822  0.2718906   0.17543133  1.3071257  -0.24205182
 -0.50392175 -0.68267494]",1
"[-0.08933532  0.00203899  0.6147736   0.02420541  0.2506956  -0.10257779
  0.30081537  0.65883934 -0.5012939  -0.08985031  0.7183226   0.06309091
  0.36575374 -0.19961731  0.31565574  0.18409309  1.2958442  -0.20753744
 -0.51047766 -0.6536611 ]",1
"[-0.13821912 -0.05936778  0.6839377  -0.01132241  0.1921546  -0.16587827
  0.25317806  0.75958586 -0.55343395 -0.01704757  0.70503557 -0.03963258
  0.28039515 -0.19212869  0.28756258  0.14340551  1.2655414  -0.31624842
 -0.41710293 -0.6118234 ]",0
"[-2.9405734e-02 -5.8126630e-04  7.1304047e-01  3.3408470e-02
  2.2561140e-01 -1.3426690e-01  1.8107755e-01  6.5842950e-01
 -4.6042761e-01 -5.7585184e-02  6.8422073e-01  3.6145154e-02
  3.2417214e-01 -2.0675662e-01  2.9549971e-01  1.1072064e-01
  1.2226896e+00 -3.1609818e-01 -3.8924852e-01 -5.9011203e-01]",0
"[-7.65376836e-02 -3.56705338e-02  5.91382384e-01 -9.44068132e-04
  2.45339304e-01 -1.46414787e-01  3.43806028e-01  6.09069705e-01
 -4.40063059e-01  1.45402765e-02  6.70038521e-01 -3.72671187e-02
  3.83543402e-01 -1.72591075e-01  2.85531819e-01  2.37178877e-01
  1.29237568e+00 -2.33340338e-01 -4.77016926e-01 -6.65176272e-01]",1
